show_id,type,title,director,cast,country,date_added,release_year,rating,duration,genres,language,description,popularity,vote_count,vote_average,budget,revenue
501190,Movie,"God, Sex and Truth",Ram Gopal Varma,Mia Malkova,,2018-01-27,2018,6.3,,Romance,en,"'God, Sex and Truth' delves into the world of sex where it digs out and projects the deepest dignity, divinity of the act and a women's true purpose of her sexuality.",10.425,25,6.3,0,0
362826,Movie,Wildling,Fritz Böhm,"Bel Powley, Liv Tyler, Collin Kelly-Sordelet, Brad Dourif, James Le Gros","Germany, Sweden, United States of America",2018-04-13,2018,5.4,,"Horror, Fantasy, Thriller, Drama",en,A young woman held in captivity discovers the realities of truth and lies in the outside world.,10.42,357,5.4,0,0
479040,Movie,Acts of Violence,Brett Donowho,"Bruce Willis, Cole Hauser, Shawn Ashmore, Ashton Holmes, Melissa Bolona",Canada,2018-01-12,2018,5.6,,"Action, Crime, Thriller",en,"When his fiancee is kidnapped by human traffickers, Roman and his ex-military brothers set out to track her down and save her before it is too late. Along the way, Roman teams up with Avery, a cop investigating human trafficking and fighting the corrupt bureaucracy that has harmful intentions.",10.402,410,5.6,0,386790
555630,Movie,Forsaken,"Mikhail Raskhodnikov, Alexander Kulikov","Alexander Kulikov, Andrey Smolyakov, Yuriy Tsurilo, Grigorij Sijatvinda, Maksim Vitorgan",Russia,2018-11-08,2018,3.4,,"Adventure, Science Fiction, Drama",ru,"As a result of a chain of tragic accidents on a distant planet, the cosmonaut Chapayev is left alone. His life is in constant danger. Something inexplicable, which he came into contact with, will forever change his life. From now on, he will be lost not only for himself but for the people of earth as well. And he have to die many times in order to prove that he is alive.",10.398,49,3.4,2800000,0
431185,Movie,He's Out There,Dennis Iliadis,"Yvonne Strahovski, Justin Bruening, Abigail Pniowsky, Julian Bailey, Anna Pniowsky",United States of America,2018-10-25,2018,5.846,,"Horror, Thriller",en,"On vacation at a remote lake house, a mother and her two young daughters must fight for survival after falling into a terrifying and bizarre nightmare conceived by a psychopath.",10.385,309,5.846,0,0
458109,Movie,Spinning Man,Simon Kaijser,"Guy Pearce, Pierce Brosnan, Minnie Driver, Alexandra Shipp, Odeya Rush","United States of America, Poland",2018-04-06,2018,5.6,,"Mystery, Thriller, Crime",en,"Evan Birch is a family man and esteemed professor at a distinguished university. When a female student goes missing, police Detective Malloy has reason to be suspicious when crucial evidence makes Evan the prime suspect in her disappearance.",10.38,448,5.6,8500000,0
510460,Movie,Paris Pigalle,Cédric Anger,"Guillaume Canet, Gilles Lellouche, Michel Fau, Camille Razat, Xavier Beauvois","Belgium, France",2018-09-19,2018,5.306,,"Comedy, Drama",fr,"Paris, 1982. Franck and Serge are police investigators in charge of making a good catch in the Parisian porn industry. In order to infiltrate the mafia, they take over a peep show in Pigalle riddled with debts. In attempt to jump start the business, they begin to produce short porn films.",10.372,93,5.306,0,0
523593,Movie,Monstrum,Huh Jong-ho,"Kim Myung-min, Kim In-kwon, Lee Hye-ri, Choi Woo-shik, Lee Kyung-young",South Korea,2018-09-12,2018,6.521,,"Action, Horror, Drama, Fantasy",ko,"Ancient Korea, 1506. The tyrannical King Yeonsan-gun of Joseon is overthrown by his half-brother Jung-jong, whose reign begins with a blood bath. Over the years, traitors plot against him, sinking the kingdom into chaos. In 1528, frightened rumors come to royal palace, regarding a mysterious creature, known as Monstrum by the peasants.",10.337,187,6.521,0,5577666
481375,Movie,Malevolent,Olaf de Fleur Johannesson,"Florence Pugh, Ben Lloyd-Hughes, Celia Imrie, Scott Chambers, Georgina Bevan",United Kingdom,2018-12-13,2018,4.987,,Horror,en,"A brother-sister team who fake paranormal encounters for cash get more than they bargained for when a job at a haunted estate turns very, very real.",10.336,488,4.987,0,0
438145,Movie,Black '47,Lance Daly,"Hugo Weaving, James Frecheville, Stephen Rea, Freddie Fox, Barry Keoghan","Belgium, Ireland, Luxembourg",2018-09-05,2018,6.5,,"Drama, Western",en,"In 1847, when Ireland is in the grip of the Great Famine that has ravaged the country for two long years, Feeney, a hardened Irish Ranger who has been fighting for the British Army abroad, returns home to reunite with his estranged family, only to discover the cruelest reality, a black land where death reigns.",10.335,301,6.5,0,0
533938,Movie,West of Hell,Michael Steves,"Tony Todd, Michael Eklund, Lance Henriksen, Richard Riehle, Jeryl Prescott",United States of America,2018-06-12,2018,4.537,,"Horror, Western, Fantasy",en,"A gunslinger, a vengeful ex-slave, and a runaway board a midnight train to Atlanta. They discover that the train is haunted by a sinister force, and must fight to survive the night.",10.324,27,4.537,0,0
429977,Movie,Hot Dog,Torsten Künstler,"Til Schweiger, Matthias Schweighöfer, Anne Schäfer, Lisa Tomaschewsky, Joachim Paul Assböck",Germany,2018-01-18,2018,5.5,,"Comedy, Action",de,A pair of Tactical Units Police Officers from different walks of life come together to rescue an ambassador's daughter.,10.321,113,5.5,0,0
545963,Movie,Norm of the North: Keys to the Kingdom,Tim Maltby,"Andrew Toth, Maya Kay, Jennifer Cameron, Cole Howard, Lee Tockar","India, United States of America",2018-08-31,2018,5.0,,"Animation, Comedy, Family",en,"When Norm returns to New York, he is falsely accused of a crime and must work with his pals to get the case dismissed while also protecting his kingdom in a winner-take-all hockey tournament.",10.301,37,5.0,0,0
450489,Movie,Irreplaceable You,Stephanie Laing,"Gugu Mbatha-Raw, Michiel Huisman, Steve Coogan, Timothy Simons, Jacki Weaver",United States of America,2018-02-16,2018,7.0,,"Comedy, Drama, Romance",en,"A stunning cancer diagnosis spurs Abbie to seek a future girlfriend for fiancé and childhood sweetheart Sam, who's clueless when it comes to dating.",10.294,701,7.0,10000000,0
682708,Movie,Young Mother's Friend,Yoo Hae-jong,"Baek Yoon-jae, Yoo Sul-young, Ji Hye, Min Do-yoon",South Korea,2018-09-28,2018,3.5,,Romance,ko,"After Jae-won goes back to school, he can't find a place to stay so he ends up renting out a room in his mother's friend Hee-jae's house. Hee-jae's daughter Yoon-young has grown up to be a mature young lady. One day, Yoon-young uses school exams as an excuse to stay over with her boyfriend and Jae-won brings his girlfriend to the house. Hee-jae thinks something is going on and interrupts. Meanwhile, Yoon-young is not entirely happy with sex with her boyfriend and has other thoughts when she sees Jae-won. She starts seeing him as a man. In the end, she calls him to her room in the middle of the night...",10.287,2,3.5,0,0
441393,Movie,Ash Is Purest White,Jia Zhang-ke,"Zhao Tao, Liao Fan, Diao Yi-nan, Ding Jiali, Dong Zijian","China, France",2018-09-21,2018,6.845,,"Crime, Romance, Drama",zh,"Set in China's underworld, this tale of love and betrayal follows a dancer who fired a gun to protect her mobster boyfriend during a fight. On release from prison 5 years later, she sets out to find him.",10.277,328,6.845,0,0
474051,Movie,Calibre,Matt Palmer,"Jack Lowden, Martin McCann, Tony Curran, Kate Bracken, Cal MacAninch",United Kingdom,2018-06-22,2018,6.469,,"Thriller, Drama",en,Two lifelong friends head up to an isolated Scottish Highlands village for a weekend hunting trip that descends into a never-ending nightmare as they attempt to cover up a horrific hunting accident.,10.276,671,6.469,0,0
445456,Movie,55 Steps,Bille August,"Helena Bonham Carter, Hilary Swank, Jeffrey Tambor, Johan Heldenbergh, Michael Culkin","Belgium, United States of America, Germany",2018-03-01,2018,6.7,,Drama,en,"The inspiring true story of Eleanor Riese, a mental illness patient herself, who brings a class action suit to give competent mental patients the right to have a say in their medication while they’re in a hospital, and Colette Hughes, the lawyer appointed to her case.",10.259,162,6.7,0,0
491633,Movie,Marvel Rising: Secret Warriors,Alfred Gimeno,"Kim Raver, Chloe Bennet, Milana Vayntrub, Kathreen Khavari, Cierra Ramirez",United States of America,2018-09-30,2018,6.6,,"Family, Animation, Action, Comedy, Science Fiction, TV Movie, Adventure",en,"When a threat no one could have expected bears down on the Marvel Universe, this ragtag, untrained band of teens have no choice but to rise together and prove to the world that sometimes the difference between a 'hero' and 'misfit' is just in the name.",10.255,109,6.6,0,0
455565,Movie,Bombshell: The Hedy Lamarr Story,Alexandra Dean,"Hedy Lamarr, Mel Brooks, Jennifer Hom, Anthony Loder, Wendy Colton",United States of America,2018-06-06,2018,6.9,,Documentary,en,"The life and career of the hailed Hollywood movie star and underappreciated genius inventor, Hedy Lamarr.",10.252,102,6.9,0,0
432383,Movie,Luis and the Aliens,"Wolfgang Lauenstein, Christoph Lauenstein","Callum Maloney, Dermot Magennis, Ian Coppinger, Paul Tylak, Lucy Carolan","Belgium, Denmark, Germany, Luxembourg",2018-05-09,2018,6.4,,"Animation, Family",de,"The story 11-year-old Luis who makes friends with three loveable little aliens, who crash their UFO into his house. In return for Luis' help in finding the home-shopping channel stuff they came for, they save Luis from boarding school - and an exciting adventure follows.",10.25,177,6.4,0,0
548754,Movie,River Runs Red,Wes Miller,"Taye Diggs, John Cusack, George Lopez, Luke Hemsworth, Gianni Capaldi",United States of America,2018-11-09,2018,5.3,,"Thriller, Crime",en,"When the son of a successful judge is killed by two police officers and the system sets them free, a hardened veteran detective finds some incriminating files on the officers and the judge teams up with another mourning father to take the law into his own hands.",10.249,134,5.3,0,0
427214,Movie,The Happy Prince,Rupert Everett,"Rupert Everett, Colin Firth, Emily Watson, Colin Morgan, Edwin Thomas","Italy, United Kingdom, Germany, Belgium",2018-04-12,2018,6.3,,Drama,en,"In 1895, Oscar Wilde (1854-1900) was the most famous writer in London, and Bosie Douglas, son of the notorious Marquess of Queensberry, was his lover. Accused and convicted of gross indecency, he was imprisoned for two years and subjected to hard labor. Once free, he abandons England to live in France, where he will spend his last years, haunted by memories of the past, poverty and immense sadness.",10.248,178,6.3,0,2621992
508422,Movie,Penguin Highway,Hiroyasu Ishida,"Kana Kita, Rie Kugimiya, Yu Aoi, Miki Fukui, Misaki Kuno",Japan,2018-08-17,2018,7.2,,"Animation, Adventure, Comedy, Fantasy",ja,"A fourth-grader investigates the mysterious reason behind the sudden appearance of penguins in his village, which is somehow related to a power from a young woman working at a dental clinic.",10.227,235,7.2,0,3902796
538061,Movie,The Tobacconist,Nikolaus Leytner,"Simon Morzé, Bruno Ganz, Johannes Krisch, Emma Nova, Karoline Eichhorn","Austria, Germany",2018-10-12,2018,6.5,,"Drama, History",de,"Vienna, 1937, on the eve of the annexation of Austria into Nazi Germany. The young and inexperienced Franz Huchel begins to learn about both the joys and hardships of life by working as an apprentice to the mutilated war veteran Otto Trsnjek in a small tobacco shop, where he meets the famous psychiatrist Sigmund Freud, a regular customer, who will become a valuable friend in times of chaos and uncertainty.",10.219,94,6.5,0,360996
483411,Movie,Ladies in Black,Bruce Beresford,"Rachael Taylor, Julia Ormond, Angourie Rice, Ryan Corr, Nicholas Hammond",Australia,2018-10-18,2018,6.8,,"Comedy, Drama",en,"Adapted from the bestselling novel by Madeleine St John, Ladies in Black is an alluring and tender-hearted comedy drama about the lives of a group of department store employees in 1959 Sydney.",10.215,167,6.8,0,0
505904,Movie,Freaky Friday,Steve Carr,"Heidi Blickenstaff, Cozi Zuehlsdorff, Jason Maybaum, Ricky He, Alex Désert",United States of America,2018-09-14,2018,5.2,,"Family, Fantasy, TV Movie, Comedy",en,"When an overworked mother and her teenage daughter magically swap bodies, they have just one day to put things right again before mom’s big wedding.",10.206,126,5.2,0,0
552660,Movie,No Escape Room,Alex Merkin,"Jeni Ross, Mark Ghanimé, Hamza Haq, Kathryn Davis, Dennis Andres",United States of America,2018-10-06,2018,6.2,,"Horror, Thriller, Mystery, TV Movie",en,A father and daughter check out a small town escape room and discover there is something sinister about the place.,10.202,209,6.2,0,0
574939,Movie,The Daughter-in-law,Choi Woo-seong,"Min Do-yoon, Oh Ji-hyun, Jeon Ji-hak, Ahn So-hee, Han Se-hee",South Korea,2018-12-05,2018,4.0,,Drama,ko,"Jang-hyeon is in the leasing business and he lives with his son Byeong-cheol. One day he gets a call from his daughter-in-law in the States that she's coming to Korea for a while and will be staying at Jang-hyeon's house.  Jang-hyeon goes to pick her up from the airport and Byeong-cheol calls his girlfriend for some mature fun, but the daughter-in-law walks in.",10.199,1,4.0,0,0
518527,Movie,Harry & Meghan: A Royal Romance,Menhaj Huda,"Parisa Fitz-Henley, Murray Fraser, Burgess Abernethy, Laura Mitchell, Steve Coulter",United States of America,2018-05-13,2018,7.0,,"Romance, Family, TV Movie",en,"Examine the history of Prince Harry and Meghan Markle from the moment they met after being set up by friends, through their initial courtship when they were able to keep their romance under wraps, and ultimately the intense global media attention surrounding their relationship and Meghan’s life as a divorced American actress.",10.199,208,7.0,0,0
518502,Movie,The Unthinkable,Victor Danell,"Christoffer Nordenrot, Lisa Henni, Jesper Barkselius, Pia Halvorsen, Magnus Sundberg",Sweden,2018-06-20,2018,5.7,,"Thriller, Action, Science Fiction, Drama",sv,"Sweden faces a mysterious attack while Alex tries to reunite with his youth love, Anna.",10.197,164,5.7,2038607,0
495601,Movie,A Rough Draft,Sergey Mokritsky,"Nikita Volkov, Yulia Peresild, Yevgeni Tsyganov, Andrey Merzlikin, Evgeniy Tkachuk",Russia,2018-05-25,2018,5.2,,"Fantasy, Science Fiction, Action",ru,"Young Muscovite Kirill is a talented designer of computer games. One day, he is completely erased from the memory of everyone he knew and loved. Kirill learns that he has been chosen for an important and mysterious mission: to become a customs officer between parallel worlds, of which there are dozens in the universe. Will Kirill unravel the mystery of these worlds and who controls them? And is our Earth really just an imaginary ""draft"" -- a parallel world -- which in reality does not exist ...",10.176,158,5.2,0,0
484751,Movie,Through the Fire,Frédéric Tellier,"Pierre Niney, Anaïs Demoustier, Vincent Rottiers, Chloé Stefani, Sami Bouajila",France,2018-11-28,2018,7.379,,Drama,fr,"Franck is a firefighter in Paris. He saves people. He lives at the station with his wife, who is about to have twins. He’s happy. During a call out to a fire, he puts himself in danger, to save his men. He’s going to have to learn to live again and accept to be the one being saved, this time.",10.162,676,7.379,0,0
546728,Movie,Auntie Edna,Ted Mathot,"Brad Bird, Craig T. Nelson, Eli Fucile, Nicholas Bird, Maeve Andrews",United States of America,2018-10-23,2018,7.2,,"Animation, Comedy, Family, Science Fiction",en,"Taking place during the events of Incredibles 2, Edna Mode babysits Jack-Jack.",10.153,244,7.2,0,0
347111,Movie,Scorched Earth,Peter Howitt,"Gina Carano, John Hannah, Ryan Robbins, Stephanie Bennett, Kailey Spear","Canada, United States of America",2018-02-02,2018,5.3,,"Action, Science Fiction",en,"In a post-apocalyptic future, bounty hunter Attica Gage pursues a ruthless outlaw at the head of a dangerous criminal gang.",10.143,106,5.3,0,0
458342,Movie,Private Life,Tamara Jenkins,"Kathryn Hahn, Paul Giamatti, Kayli Carter, Molly Shannon, John Carroll Lynch",United States of America,2018-10-05,2018,6.9,,"Drama, Comedy",en,"Richard and Rachel, a couple in the throes of infertility, try to maintain their marriage as they descend deeper and deeper into the insular world of assisted reproduction and domestic adoption.",10.134,373,6.9,0,0
504982,Movie,The Jurassic Games,Ryan Bellgardt,"Ryan Merriman, Perrey Reeves, Adam Hampton, Katie Burgess, Daniel Barton",United States of America,2018-05-21,2018,4.7,,"Science Fiction, Action, Horror",en,"In the near future, 10 death row convicts are forced to compete in a virtual reality game that pits them against dinosaurs and each other.",10.133,156,4.7,28000000,0
494974,Movie,Red Joan,Trevor Nunn,"Judi Dench, Sophie Cookson, Tom Hughes, Tereza Srbova, Stephen Campbell Moore",United Kingdom,2018-09-13,2018,6.7,,"Thriller, History",en,"London, England, May 2000. The peaceful life of elderly Joan Stanley is suddenly disrupted when she is arrested by the British Intelligence Service and accused of providing information to communist Russia during the forties.",10.118,369,6.7,0,0
416724,Movie,Boar,Chris Sun,"John Jarratt, Simone Buchanan, Melissa Tkautz, Bill Moseley, Nathan Jones",Australia,2018-06-17,2018,5.183,,Horror,en,"In the harsh, yet beautiful Australian outback lives a beast, an animal of staggering size, with a ruthless, driving need for blood and destruction. It cares for none, defends its territory with brutal force, and kills with a raw, animalistic savagery unlike any have seen before.",10.115,104,5.183,2393600,0
454291,Movie,Dolphin Reef,Keith Scholey,Natalie Portman,United Kingdom,2018-03-28,2018,6.8,,"Documentary, Family",en,"Echo is a youngster who can't quite decide if it's time to grow up and take on new responsibilities-or give in to her silly side and just have fun. Dolphin society is tricky, and the coral reef that Echo and his family call home depends on all of its inhabitants to keep it healthy. But Echo has a tough time resisting the many adventures the ocean has to offer.",10.114,79,6.8,0,0
514684,Movie,Why Don't You Just Die!,Kirill Sokolov,"Aleksandr Kuznetsov, Vitaliy Khaev, Evgeniya Kregzhde, Mikhail Gorevoy, Elena Shevchenko",Russia,2018-08-13,2018,6.6,,"Comedy, Thriller, Drama",ru,"Andrey, a detective and the world's most horrible father, brings together a terrible group of people in his apartment: his resentful actress daughter, an angry thug, and a cheated cop. Each one of them has a reason to want revenge..",10.084,175,6.6,0,0
514710,Movie,Modest Heroes,"Hiromasa Yonebayashi, Yoshiyuki Momose, Akihiko Yamashita","Min Tanaka, Kentaro Sakaguchi, Joe Odagiri, Fumino Kimura, Rio Suzuki",Japan,2018-08-24,2018,6.7,,"Animation, Fantasy, Adventure, Drama",ja,"Two tiny, aquatic humanoids search for their missing father, a boy battles a lethal allergy to eggs, and an invisible salaryman tries to become a hero.",10.079,175,6.7,0,0
458027,Movie,The Last Warrior,Rustam Mosafir,"Aleksey Faddeev, Vitaly Kravchenko, Aleksandr Kuznetsov, Vasilisa Izmaylova, Aleksandr Patsevich",Russia,2018-01-18,2018,5.9,,"Action, Drama, Fantasy, History, Adventure",ru,"A new era is about to begin in Eastern Europe. Scythians, the proud warriors, are all but gone and most of the few remaining descendants have become ruthless mercenary assassins. Lutobor, a warrior who becomes involved in intertribal conflicts, sets off on a perilous journey to save his family guided by a captive Scythian.",10.075,116,5.9,2500000,1053002
448432,Movie,The Convent,Paul Hyett,"Michael Ironside, Hannah Arterton, Clare Higgins, Dilan Gwyn, Sian Breckin",United Kingdom,2018-10-26,2018,5.4,,"History, Horror",en,"During the 17th century, a young woman is saved from execution and led to a priory to repent her sins but discovers a greater evil lies within.",10.074,123,5.4,0,0
509536,Movie,Sex in the Game,Shin Sung-jin,"Yoon Da-hyeon, Lee Yoo-mi-II, Lee Young-seon, Lee Je-gwan, Kim Ji-sook",,2018-03-29,2018,3.0,,Romance,ko,"Kyung-name lives with an old flame, but is crushing on the model next door. One day he wakes up cuffed and the only way out is by sleeping with the other people trapped with him.",10.057,1,3.0,0,0
412157,Movie,A Dark Place,Simon Fellows,"Andrew Scott, Bronagh Waugh, Denise Gough, Michael Rose, Sandra Ellis Lafferty","United Kingdom, United States of America",2018-10-07,2018,6.0,,"Thriller, Mystery",en,"When a young boy turns up dead in a sleepy Pennsylvania town, a local sanitation truck driver, Donald, plays detective, embarking on a precarious and obsessive investigation to prove the boy was murdered.",10.014,207,6.0,0,0
391912,Movie,Rosy,Jessica Manafort,"Nat Wolff, Stacy Martin, Tony Shalhoub, Johnny Knoxville, Alex Karpovsky",,2018-07-17,2018,5.387,,"Comedy, Romance, Thriller",en,"In an attempt to win her over once she gets to know him, a socially awkward outsider abducts an aspiring actress and gets more than he bargained for.",10.011,31,5.387,0,0
300906,Movie,Atrocious,Lex Ortega,"Lex Ortega, Carlos Valencia, Orlando Moguel, Aleyda Gallardo, Carlos Padilla",Mexico,2018-10-26,2018,6.486,,"Horror, Thriller",es,"Atrocious is a film that portrays the story of two serial killers, who after being arrested for causing a traffic accident, police confiscate some videotapes. These tapes contain brutal murders that show human wickedness, their background, paraphilias and psyche of these murderers.",9.995,70,6.486,7000,74
511652,Movie,Mutual Relations 2,Lee Ri-dan,"Lee Chae-dam, Min Do-yoon, Do Mo-Se, Lee Jae-pil, Si Ah",South Korea,2018-02-01,2018,4.9,,"Drama, Romance",ko,"Three men who have never properly been with a woman finally come face to face with their chance in the form of confident, aggressive women in their thirties.",9.994,8,4.9,0,0
451877,Movie,I Think We're Alone Now,Reed Morano,"Peter Dinklage, Elle Fanning, Paul Giamatti, Charlotte Gainsbourg, Elaine Apruzzese",United States of America,2018-09-14,2018,5.8,,"Drama, Science Fiction, Mystery",en,"After a catastrophe destroys most of humanity, recluse Del lives in his small, empty town, content with the utopia he has methodically created for himself, until an interloper, young Grace, disrupts his solitude.",9.994,406,5.8,0,0
502350,Movie,The Tree of Blood,Julio Medem,"Álvaro Cervantes, Úrsula Corberó, Najwa Nimri, Patricia López Arnaiz, Daniel Grao","Belgium, France, Spain",2018-10-31,2018,6.4,,Drama,es,"Marc and Rebeca, a young couple, travel to an old country house that used to belong to their family. Once there, they write the shared history of their roots, creating a huge family tree that harbours relationships of love, heartbreak, sex, madness, jealousy and infidelity, and under which also lies a history laden with secrets.",9.972,146,6.4,0,0
348657,Movie,Woman at War,Benedikt Erlingsson,"Halldóra Geirharðsdóttir, Jóhann Sigurðarson, Davíð Þór Jónsson, Magnús Trygvason Eliassen, Ómar Guðjónsson","France, Iceland, Ukraine",2018-05-22,2018,7.2,,"Drama, Thriller, Comedy",is,Halla declares a one-woman-war on the local aluminium industry. She is prepared to risk everything to protect the pristine Icelandic Highlands she loves… Until an orphan unexpectedly enters her life.,9.972,408,7.2,0,0
519035,Movie,Nappily Ever After,Haifaa al-Mansour,"Sanaa Lathan, Ricky Whittle, Ernie Hudson, Camille Guaty, Lyriq Bent",United States of America,2018-09-21,2018,7.2,,"Comedy, Romance, Drama",en,"After an accident at the hair salon, Violet realizes she's not living life to the fullest. A soulful barber helps her put the pieces back together.",9.96,810,7.2,0,0
414018,Movie,Damsel,"David Zellner, Nathan Zellner","Robert Pattinson, Mia Wasikowska, David Zellner, Nathan Zellner, Joseph Billingiere",United States of America,2018-06-22,2018,5.4,,"Western, Drama, Comedy",en,"Oregon, a small town near the sea, around 1870. Henry, a grieving man who aspires to preach as a way to overcome his unfortunate past, reunites with eccentric pioneer Samuel Alabaster, who has hired him to officiate at his marriage to the precious Penelope. What Henry ignores is that both must embark on a dangerous journey through the inhospitable wilderness to meet her.",9.939,149,5.4,0,0
504603,Movie,The World Is Yours,Romain Gavras,"Karim Leklou, Isabelle Adjani, Vincent Cassel, Oulaya Amamra, François Damiens",France,2018-08-15,2018,6.7,,"Comedy, Crime",fr,"To escape his life of crime, a Paris drug dealer takes on one last job involving Spain, unhinged gangsters, his longtime crush and his scheming mother.",9.935,421,6.7,0,0
564149,Movie,Message Man,Corey Pearson,"Paul O'Brien, Godfred Orindeod, Verdi Solaiman, Valentine Payen, Aji Santosa","United Arab Emirates, United Kingdom, Indonesia, Australia",2018-03-08,2018,5.1,,"Action, Crime, Thriller",en,A retired assassin's past catches up with him and his brutality surfaces as he goes on a final killing spree to make things right.,9.915,73,5.1,0,0
497223,Movie,Don't. Get. Out!,Christian Alvart,"Wotan Wilke Möhring, Hannah Herzsprung, Emily Kusche, Marc Hosemann, Christiane Paul",Germany,2018-04-12,2018,6.3,,Thriller,de,"Taking his kids to school with the car, Berlin real estate developer Karl gets a call from a blackmailer: If he doesn’t pay up, the car will blow up. A deadly race against time begins.",9.914,122,6.3,0,0
472734,Movie,Dumplin',Anne Fletcher,"Danielle Macdonald, Jennifer Aniston, Odeya Rush, Bex Taylor-Klaus, Maddie Baillio",United States of America,2018-12-20,2018,6.8,,"Comedy, Drama",en,"To prove a point about measuring up and fitting in, Texas teen Willowdean “Dumplin’” Dickson enters a local pageant run by her ex-beauty queen mom.",9.91,1392,6.8,0,0
458005,Movie,Zoe,Drake Doremus,"Léa Seydoux, Ewan McGregor, Rashida Jones, Theo James, Matthew Gray Gubler",United States of America,2018-07-19,2018,5.938,,"Science Fiction, Romance, Thriller",en,"Two colleagues at a revolutionary research lab design technology to improve and perfect romantic relationships. As their work progresses, their discoveries become more profound.",9.906,406,5.938,0,0
480100,Movie,Nightmare Cinema,"Mick Garris, Alejandro Brugués, Joe Dante, Ryûhei Kitamura, David Slade","Mickey Rourke, Sarah Elizabeth Withers, Elizabeth Reaser, Zarah Mahler, Faly Rakotohavana",United States of America,2018-06-21,2018,5.9,,Horror,en,"A series of down-on-their-luck individuals enter the decrepit and spine-chilling Rialto theater, only to have their deepest and darkest fears brought to life on the silver screen by The Projectionist – a mysterious, ghostly figure who holds the nightmarish futures of all who attend his screenings.",9.905,238,5.9,0,0
407890,Movie,Lean on Pete,Andrew Haigh,"Charlie Plummer, Amy Seimetz, Travis Fimmel, Steve Buscemi, Jason Beem",United Kingdom,2018-04-06,2018,6.9,,"Drama, Adventure",en,"Charley Thompson, a teenager living with his single father, gets a summer job working for horse trainer Del Montgomery. Bonding with an aging racehorse named Lean on Pete, Charley is horrified to learn he is bound for slaughter, and so he steals the horse, and the duo embark on an odyssey across the new American frontier.",9.904,336,6.9,8000000,2400000
504231,Movie,Sarkar,A.R. Murugadoss,"Vijay, Keerthy Suresh, Varalaxmi Sarathkumar, Prem, Yogi Babu",India,2018-11-06,2018,5.796,,"Action, Drama",ta,"NRI corporate Sundar Ramasamy comes to India to vote, only to learn that his vote has already been cast. While he reclaims his right legally, it also sets in motion a chain of events that eventually lead to him entering the political fray, trying to change the system.",9.903,71,5.796,0,0
689308,Movie,Girlfriend's Sister,Jo Tae-ho,"Kim Hee-jeong, Yoon Da-hyeon, Sang Woo, Seok-hwan",South Korea,2018-10-04,2018,0.0,,Romance,ko,"Minsu at home alone after four hot nights of work. Hye-rim's wife comes to her house with her sister, Su-bin. Until late at night, the three people drink together, and Su-bin sleeps in the house. The next day, Su-bin loves Min-su, and when Hye-rim goes to work, she seduces Min-su and shares the affair. That evening, Minsu came home after work and Su-bin's boyfriend Hyun-soo came. At the drinking party, Su-bin's couple continues to talk sexually, and Min-su is just uncomfortable. However, his wife, Hye-rim, falls in love with a dirty story. In the end, their conversation develops even to swapping...",9.892,0,0.0,0,0
506596,Movie,Ploey: You Never Fly Alone,Árni Ólafur Ásgeirsson,"Jamie Oram, Harriet Perring, Richard Cotton, Sean Astin, John Stamos","Belgium, Iceland",2018-03-30,2018,6.1,,"Animation, Family",en,"A plover chick has not learned to fly when his family migrates in the fall. He must survive the arctic winter, vicious enemies and himself in order to be reunited with his beloved one next spring.",9.874,87,6.1,0,6110461
425373,Movie,The Miracle Season,Sean McNamara,"Erin Moriarty, Danika Yarosh, Helen Hunt, William Hurt, Nesta Cooper",United States of America,2018-04-13,2018,7.2,,Drama,en,"After the tragic death of star volleyball player Caroline ""Line"" Found, a team of dispirited high school girls must band together under the guidance of their tough-love coach in hopes of winning the state championship!",9.873,305,7.2,0,10230620
486225,Movie,The Awakening of Motti Wolkenbruch,Michael Steiner,"Noémie Schmidt, Joel Basman, Sunnyi Melles, Udo Samel, Inge Maux","Germany, Switzerland",2018-07-05,2018,6.0,,Comedy,de,"The young Orthodox Jew, Motti Wolkenbruch, finds himself at a turning point. His beloved mother wants him to get married and presents one marriage candidate after the other. Unfortunately none of the woman pleases him, because they all look just like her. The situation gets even more complicated, when Motti secretly falls in love with the non-Jewish girl Laura, a so-called Shiksa.",9.872,146,6.0,0,0
513736,Movie,LEGO DC Comics Super Heroes: Aquaman - Rage of Atlantis,Matt Peters,"Dee Bradley Baker, Susan Eisenberg, Trevor Devall, Jonathan Adams, Troy Baker",United States of America,2018-12-21,2018,6.3,,"Animation, Family, Action, Comedy",en,"Aquaman must battle foes in the air, on land and in the depths of the Seven Seas, along with some help from The Justice League, to save the day.",9.87,103,6.3,0,0
414001,Movie,The Mercy,James Marsh,"Colin Firth, Rachel Weisz, David Thewlis, Mark Gatiss, Genevieve Gaunt",United Kingdom,2018-02-09,2018,5.9,,"Drama, Adventure",en,"In 1968, Donald Crowhurst, an amateur sailor, endangers the fate of his family and business, and his own life, blinded by his ambition to compete in the Sunday Times Golden Globe Race, attempting to become the first person in history to single-handedly circumnavigate the world without making any stopover.",9.869,281,5.9,18000000,4536348
